"x1","x2","x3","x4","x5","x6","x7","x8","x9","x10","x11","x12","x13","x14","x15","x16","x17","x18","x19","x20","x21","x22","x23","x24","x25","x26","x27","x28","x29","x30","x31","x32","x33","x34","x35","x36","x37","x38","x39","x40"
0.0,0.9615134120908518,0.6462285423402674,0.706988780247725,0.4383497951290458,0.4326689924794598,0.616925958093175,0.24733818290101162,1.0451705181610047,0.3002845435175561,1.9156331475012052,0.556728757001457,3.6629347001409216,1.0700529204259766,7.192324287742138,2.1068604877730723,14.3867603991747,4.223357792774246,29.186207063703357,8.575360826439185,59.768399059191566,17.602048487622582,123.61807766057046,36.395623192147866,257.21247481034436,75.76386568988288,538.1716397032399,158.69210212531505,1130.7416064571887,333.9416665132435,2384.72856827992,704.0759210504285,5058.987396238796,1494.3806583464172,10719.901146881022,3170.756001163699,22897.918360291664,6771.800803786134,48841.030275567675,14426.507627830728
